,Archetype,arrival_time,departure_time,time_in_park,max_wait,attractions_experienced,fastpass_used,total_wait_time,average_wait_time
1944,Tourist,69,533,464,102,5,1,240,48.0
1945,Tourist,69,593,524,62,4,0,160,40.0
1946,Tourist,69,472,403,32,3,1,41,13.666666666666666
1947,Tourist,69,464,395,97,7,0,215,30.714285714285715
1948,Tourist,69,492,423,34,4,0,91,22.75
1949,Tourist,69,465,396,50,5,1,154,30.8
1950,Tourist,69,598,529,56,6,1,136,22.666666666666668
1951,Tourist,69,514,445,87,6,1,244,40.666666666666664
1952,Tourist,69,431,362,117,9,0,309,34.333333333333336
1953,Tourist,69,578,509,98,6,1,261,43.5
1954,Tourist,70,660,590,99,11,0,455,41.36363636363637
1955,Tourist,70,471,401,79,5,1,151,30.2
1956,Tourist,70,467,397,38,6,1,67,11.166666666666666
1957,Tourist,70,478,408,32,6,1,54,9.0
1958,Tourist,70,652,582,63,8,1,111,13.875
1959,Tourist,70,404,334,65,4,1,128,32.0
1960,Tourist,70,644,574,43,3,1,61,20.333333333333332
1961,Tourist,70,591,521,88,8,1,285,35.625
1962,Tourist,70,405,335,103,0,0,0,0.0
1963,Tourist,70,666,596,34,5,1,55,11.0
1964,Tourist,70,630,560,73,8,1,406,50.75
1965,Tourist,70,478,408,77,3,0,232,77.33333333333333
1966,Tourist,70,453,383,62,4,0,103,25.75
1967,Tourist,70,549,479,79,7,1,179,25.571428571428573
1968,Tourist,70,424,354,76,8,0,240,30.0
1969,Tourist,70,564,494,86,5,1,189,37.8
1970,Tourist,70,432,362,31,2,0,30,15.0
1971,Tourist,70,505,435,49,6,1,79,13.166666666666666
1972,Tourist,70,663,593,62,7,1,146,20.857142857142858
1973,Tourist,70,633,563,84,7,0,340,48.57142857142857
1974,Tourist,70,470,400,110,4,1,194,48.5
1975,Tourist,70,511,441,108,4,2,38,9.5
1976,Tourist,70,380,310,37,6,1,100,16.666666666666668
1977,Tourist,70,476,406,109,10,1,308,30.8
1978,Tourist,70,463,393,76,5,1,177,35.4
1979,Tourist,70,504,434,83,8,1,318,39.75
1980,Tourist,70,462,392,60,6,1,67,11.166666666666666
1981,Tourist,70,494,424,116,6,1,268,44.666666666666664
1982,Tourist,70,584,514,54,5,1,180,36.0
1983,Tourist,70,500,430,58,3,1,108,36.0
1984,Tourist,70,616,546,91,10,1,351,35.1
1985,Tourist,70,574,504,65,5,1,81,16.2
1986,Tourist,70,568,498,61,10,2,227,22.7
1987,Tourist,70,524,454,99,8,1,282,35.25
1988,Tourist,70,626,556,104,6,1,334,55.666666666666664
1989,Tourist,70,603,533,62,4,1,91,22.75
1990,Tourist,70,610,540,101,11,1,421,38.27272727272727
1991,Tourist,70,492,422,97,6,2,96,16.0
1992,Tourist,70,575,505,64,7,1,140,20.0
1993,Tourist,70,392,322,100,7,0,216,30.857142857142858
1994,Tourist,70,449,379,114,6,1,288,48.0
1995,Tourist,70,671,601,69,9,1,250,27.77777777777778
1996,Tourist,70,630,560,100,5,1,52,10.4
1997,Tourist,70,427,357,101,5,1,174,34.8
1998,Tourist,70,378,308,44,6,1,87,14.5
1999,Tourist,70,508,438,94,7,1,177,25.285714285714285
2000,Tourist,71,474,403,62,1,0,3,3.0
2001,Tourist,71,399,328,116,6,1,129,21.5
2002,Tourist,71,573,502,31,5,1,47,9.4
2003,Tourist,71,578,507,87,4,0,296,74.0
2004,Tourist,71,528,457,75,5,1,196,39.2
2005,Tourist,71,639,568,91,9,1,370,41.111111111111114
2006,Tourist,71,581,510,34,3,1,39,13.0
2007,Tourist,71,602,531,55,6,1,96,16.0
2008,Tourist,71,668,597,48,3,0,88,29.333333333333332
2009,Tourist,71,536,465,37,4,1,78,19.5
2010,Tourist,71,550,479,112,6,0,205,34.166666666666664
2011,Tourist,71,553,482,87,6,1,223,37.166666666666664
2012,Tourist,71,569,498,83,6,1,199,33.166666666666664
2013,Tourist,71,640,569,68,6,1,200,33.333333333333336
2014,Tourist,71,542,471,64,6,1,130,21.666666666666668
2015,Tourist,71,395,324,62,5,1,185,37.0
2016,Tourist,71,399,328,120,7,1,161,23.0
2017,Tourist,71,467,396,52,2,0,37,18.5
2018,Tourist,71,383,312,55,4,0,94,23.5
2019,Tourist,71,564,493,79,7,1,153,21.857142857142858
2020,Tourist,71,573,502,116,7,1,204,29.142857142857142
2021,Tourist,71,553,482,47,4,0,9,2.25
2022,Tourist,71,613,542,39,6,1,82,13.666666666666666
2023,Tourist,71,410,339,111,7,1,177,25.285714285714285
2024,Tourist,71,456,385,78,7,0,239,34.142857142857146
2025,Tourist,71,518,447,96,6,0,212,35.333333333333336
2026,Tourist,71,656,585,49,4,1,74,18.5
2027,Tourist,71,479,408,119,3,1,45,15.0
2028,Tourist,71,613,542,60,4,1,162,40.5
2029,Tourist,71,649,578,86,7,1,236,33.714285714285715
2030,Tourist,71,608,537,66,5,1,76,15.2
2031,Tourist,71,658,587,119,2,1,41,20.5
2032,Tourist,71,468,397,82,8,0,227,28.375
2033,Tourist,71,603,532,72,5,1,225,45.0
2034,Tourist,71,518,447,66,7,1,171,24.428571428571427
2035,Tourist,71,683,612,70,9,1,365,40.55555555555556
2036,Tourist,71,520,449,96,9,1,143,15.88888888888889
2037,Tourist,71,530,459,72,4,1,106,26.5
2038,Tourist,71,456,385,31,7,1,58,8.285714285714286
2039,Tourist,71,412,341,33,3,0,27,9.0
2040,Tourist,71,459,388,67,4,1,126,31.5
2041,Tourist,71,589,518,46,8,2,41,5.125
2042,Tourist,71,411,340,89,7,2,165,23.571428571428573
2043,Tourist,71,413,342,41,4,1,75,18.75
2044,Tourist,71,380,309,71,7,1,101,14.428571428571429
2045,Tourist,71,592,521,101,7,2,287,41.0
2046,Tourist,71,382,311,113,6,1,187,31.166666666666668
2047,Tourist,71,657,586,47,5,1,69,13.8
2048,Tourist,71,670,599,95,6,2,254,42.333333333333336
2049,Tourist,71,617,546,55,7,1,111,15.857142857142858
2050,Tourist,71,562,491,67,5,0,295,59.0
2051,Tourist,71,633,562,90,4,1,105,26.25
2052,Tourist,71,651,580,93,9,1,383,42.55555555555556
2053,Tourist,72,388,316,97,3,0,173,57.666666666666664
2054,Tourist,72,557,485,94,5,1,109,21.8
2055,Tourist,72,625,553,102,8,1,446,55.75
2056,Tourist,72,663,591,119,6,1,91,15.166666666666666
2057,Tourist,72,495,423,51,1,0,8,8.0
2058,Tourist,72,410,338,36,5,1,37,7.4
2059,Tourist,72,543,471,74,6,1,235,39.166666666666664
2060,Tourist,72,439,367,85,9,1,116,12.88888888888889
2061,Tourist,72,579,507,83,4,2,210,52.5
2062,Tourist,72,427,355,31,3,0,42,14.0
2063,Tourist,72,566,494,45,2,0,47,23.5
2064,Tourist,72,556,484,72,3,0,90,30.0
2065,Tourist,72,384,312,98,4,1,66,16.5
2066,Tourist,72,508,436,106,2,1,45,22.5
2067,Tourist,72,587,515,104,1,1,0,0.0
2068,Tourist,72,618,546,80,9,0,399,44.333333333333336
2069,Tourist,72,521,449,32,7,2,53,7.571428571428571
2070,Tourist,72,428,356,72,7,2,156,22.285714285714285
2071,Tourist,72,596,524,114,4,1,185,46.25
2072,Tourist,72,501,429,95,6,0,289,48.166666666666664
2073,Tourist,72,395,323,118,6,1,183,30.5
2074,Tourist,72,663,591,63,8,1,280,35.0
2075,Tourist,72,616,544,66,8,1,250,31.25
2076,Tourist,72,531,459,98,8,1,221,27.625
2077,Tourist,72,501,429,109,6,1,287,47.833333333333336
2078,Tourist,72,604,532,66,6,2,82,13.666666666666666
2079,Tourist,72,527,455,78,10,1,358,35.8
2080,Tourist,72,528,456,103,7,1,172,24.571428571428573
2081,Tourist,72,622,550,73,8,0,268,33.5
2082,Tourist,72,407,335,72,5,1,243,48.6
2083,Tourist,72,564,492,103,6,1,265,44.166666666666664
2084,Tourist,72,448,376,107,6,0,230,38.333333333333336
2085,Tourist,72,506,434,111,8,0,247,30.875
2086,Tourist,72,528,456,110,10,0,298,29.8
2087,Tourist,72,650,578,87,8,1,410,51.25
2088,Tourist,72,436,364,80,6,1,240,40.0
2089,Tourist,72,491,419,86,5,1,118,23.6
2090,Tourist,72,648,576,107,11,1,384,34.90909090909091
2091,Tourist,72,449,377,61,9,1,138,15.333333333333334
2092,Tourist,72,604,532,61,6,1,98,16.333333333333332
2093,Tourist,73,482,409,100,5,1,157,31.4
2094,Tourist,73,607,534,47,5,1,145,29.0
2095,Tourist,73,390,317,37,4,0,74,18.5
2096,Tourist,73,406,333,94,8,0,278,34.75
2097,Tourist,73,499,426,50,7,1,154,22.0
2098,Tourist,73,618,545,57,4,1,80,20.0
2099,Tourist,73,638,565,59,3,1,117,39.0
2100,Tourist,73,621,548,111,6,1,207,34.5
2101,Tourist,73,607,534,101,8,1,372,46.5
2102,Tourist,73,647,574,97,6,0,356,59.333333333333336
2103,Tourist,73,461,388,88,4,1,175,43.75
2104,Tourist,73,631,558,110,5,1,175,35.0
2105,Tourist,73,636,563,54,6,2,105,17.5
2106,Tourist,73,621,548,65,4,1,119,29.75
2107,Tourist,73,478,405,117,7,1,209,29.857142857142858
2108,Tourist,73,555,482,31,5,1,22,4.4
2109,Tourist,73,414,341,116,5,1,129,25.8
2110,Tourist,73,431,358,43,2,1,32,16.0
2111,Tourist,73,577,504,105,5,1,237,47.4
2112,Tourist,73,664,591,32,5,2,21,4.2
2113,Tourist,73,403,330,34,5,0,26,5.2
2114,Tourist,73,417,344,55,8,1,145,18.125
2115,Tourist,73,474,401,113,6,1,160,26.666666666666668
2116,Tourist,73,491,418,97,6,1,191,31.833333333333332
2117,Tourist,73,584,511,93,6,1,260,43.333333333333336
2118,Tourist,73,469,396,58,3,1,139,46.333333333333336
2119,Tourist,73,575,502,86,6,2,257,42.833333333333336
2120,Tourist,73,573,500,117,5,0,299,59.8
2121,Tourist,73,509,436,115,7,1,150,21.428571428571427
2122,Tourist,73,592,519,95,9,1,367,40.77777777777778
2123,Tourist,73,572,499,81,2,1,18,9.0
2124,Tourist,73,563,490,89,9,1,354,39.333333333333336
2125,Tourist,73,660,587,106,5,1,256,51.2
2126,Tourist,73,475,402,47,3,1,51,17.0
2127,Tourist,73,667,594,96,9,1,347,38.55555555555556
2128,Tourist,73,597,524,111,4,1,133,33.25
2129,Tourist,73,681,608,46,3,1,66,22.0
2130,Tourist,74,622,548,49,2,1,33,16.5
2131,Tourist,74,558,484,76,4,0,211,52.75
2132,Tourist,74,377,303,106,4,0,179,44.75
2133,Tourist,74,641,567,81,6,2,179,29.833333333333332
2134,Tourist,74,495,421,113,8,1,262,32.75
2135,Tourist,74,545,471,34,6,1,74,12.333333333333334
2136,Tourist,74,440,366,110,7,1,239,34.142857142857146
2137,Tourist,74,657,583,104,4,1,139,34.75
2138,Tourist,74,514,440,56,2,1,81,40.5
2139,Tourist,74,515,441,61,2,1,6,3.0
2140,Tourist,74,669,595,50,4,1,156,39.0
2141,Tourist,74,544,470,88,6,1,151,25.166666666666668
2142,Tourist,74,569,495,40,6,2,84,14.0
2143,Tourist,74,659,585,100,7,1,262,37.42857142857143
2144,Tourist,74,402,328,69,4,1,49,12.25
2145,Tourist,74,534,460,67,7,1,244,34.857142857142854
2146,Tourist,74,469,395,111,5,1,162,32.4
2147,Tourist,74,474,400,61,4,0,40,10.0
2148,Tourist,74,481,407,79,6,0,201,33.5
2149,Tourist,74,385,311,84,5,1,105,21.0
2150,Tourist,74,459,385,47,2,0,70,35.0
2151,Tourist,74,623,549,44,2,1,14,7.0
2152,Tourist,74,643,569,64,5,1,100,20.0
2153,Tourist,74,660,586,57,4,1,116,29.0
2154,Tourist,74,515,441,60,1,0,3,3.0
2155,Tourist,74,573,499,73,4,2,122,30.5
2156,Tourist,74,542,468,116,10,1,389,38.9
2157,Tourist,74,432,358,97,3,0,119,39.666666666666664
2158,Tourist,74,503,429,90,8,1,271,33.875
2159,Tourist,74,577,503,58,6,1,127,21.166666666666668
2160,Tourist,74,554,480,119,7,1,314,44.857142857142854
2161,Tourist,74,575,501,51,4,2,111,27.75
2162,Tourist,74,554,480,113,4,1,209,52.25
2163,Tourist,74,396,322,99,6,1,73,12.166666666666666
2164,Tourist,74,554,480,117,10,1,366,36.6
2165,Tourist,74,559,485,30,2,0,46,23.0
2166,Tourist,74,520,446,31,3,1,32,10.666666666666666
2167,Tourist,74,660,586,89,5,1,278,55.6
2168,Tourist,74,596,522,35,4,1,65,16.25
2169,Tourist,74,597,523,93,4,1,263,65.75
2170,Tourist,74,647,573,75,5,1,197,39.4
2171,Tourist,74,463,389,33,4,1,46,11.5
2172,Tourist,75,670,595,73,9,1,293,32.55555555555556
2173,Tourist,75,456,381,93,8,0,321,40.125
2174,Tourist,75,460,385,34,5,1,41,8.2
2175,Tourist,75,422,347,51,5,0,118,23.6
2176,Tourist,75,576,501,45,6,2,21,3.5
2177,Tourist,75,630,555,77,7,1,266,38.0
2178,Tourist,75,610,535,120,7,1,353,50.42857142857143
2179,Tourist,75,392,317,39,6,1,58,9.666666666666666
2180,Tourist,75,416,341,64,4,1,157,39.25
2181,Tourist,75,448,373,110,5,0,132,26.4
2182,Tourist,75,631,556,96,6,1,173,28.833333333333332
2183,Tourist,75,496,421,83,5,0,245,49.0
2184,Tourist,75,450,375,65,5,1,70,14.0
2185,Tourist,75,488,413,107,6,1,138,23.0
2186,Tourist,75,568,493,64,7,1,88,12.571428571428571
2187,Tourist,75,647,572,89,3,1,83,27.666666666666668
2188,Tourist,75,381,306,61,3,1,64,21.333333333333332
2189,Tourist,75,583,508,91,8,0,392,49.0
2190,Tourist,75,636,561,119,6,1,151,25.166666666666668
2191,Tourist,75,644,569,32,3,1,36,12.0
2192,Tourist,75,383,308,67,4,1,70,17.5
2193,Tourist,75,511,436,117,8,1,281,35.125
2194,Tourist,75,660,585,74,5,1,103,20.6
2195,Tourist,75,663,588,43,7,1,68,9.714285714285714
2196,Tourist,75,398,323,31,6,1,76,12.666666666666666
2197,Tourist,75,475,400,43,5,1,121,24.2
2198,Tourist,75,435,360,42,1,0,7,7.0
2199,Tourist,75,527,452,87,5,0,286,57.2
2200,Tourist,75,441,366,93,6,1,184,30.666666666666668
2201,Tourist,75,528,453,73,4,1,189,47.25
2202,Tourist,75,494,419,118,4,1,76,19.0
2203,Tourist,76,524,448,118,5,1,40,8.0
2204,Tourist,76,601,525,93,9,1,222,24.666666666666668
2205,Tourist,76,534,458,82,4,1,105,26.25
2206,Tourist,76,535,459,107,5,0,311,62.2
2207,Tourist,76,595,519,108,8,1,370,46.25
2208,Tourist,76,664,588,44,4,2,36,9.0
2209,Tourist,76,454,378,68,3,1,111,37.0
2210,Tourist,76,628,552,59,3,1,111,37.0
2211,Tourist,76,563,487,38,5,1,35,7.0
2212,Tourist,76,543,467,51,6,1,114,19.0
2213,Tourist,76,433,357,56,5,1,120,24.0
2214,Tourist,76,663,587,102,4,1,125,31.25
2215,Tourist,76,633,557,90,6,1,149,24.833333333333332
2216,Tourist,76,597,521,33,5,1,46,9.2
2217,Tourist,76,493,417,96,3,1,106,35.333333333333336
2218,Tourist,76,492,416,104,3,1,118,39.333333333333336
2219,Tourist,76,617,541,120,5,0,314,62.8
2220,Tourist,76,429,353,51,2,0,50,25.0
2221,Tourist,76,590,514,64,6,1,159,26.5
2222,Tourist,76,389,313,39,5,1,41,8.2
2223,Tourist,76,538,462,80,5,1,226,45.2
2224,Tourist,76,468,392,36,1,0,37,37.0
2225,Tourist,76,479,403,66,5,1,102,20.4
2226,Tourist,76,483,407,65,4,1,111,27.75
2227,Tourist,76,528,452,70,7,1,187,26.714285714285715
2228,Tourist,76,427,351,90,3,0,158,52.666666666666664
2229,Tourist,76,506,430,72,6,1,228,38.0
2230,Tourist,76,502,426,86,8,0,346,43.25
2231,Tourist,76,632,556,93,9,0,370,41.111111111111114
2232,Tourist,76,607,531,96,8,1,154,19.25
2233,Tourist,76,411,335,78,7,1,229,32.714285714285715
2234,Tourist,76,442,366,101,8,0,249,31.125
2235,Tourist,76,607,531,62,3,0,189,63.0
2236,Tourist,76,586,510,63,6,1,110,18.333333333333332
2237,Tourist,76,648,572,108,8,1,320,40.0
2238,Tourist,76,533,457,106,7,1,301,43.0
2239,Tourist,76,555,479,85,8,1,242,30.25
2240,Tourist,76,655,579,39,2,1,26,13.0
2241,Tourist,76,518,442,112,9,1,130,14.444444444444445
2242,Tourist,76,485,409,30,5,1,45,9.0
2243,Tourist,76,429,353,56,4,0,138,34.5
2244,Tourist,76,538,462,62,4,1,92,23.0
2245,Tourist,76,570,494,94,8,1,173,21.625
2246,Tourist,76,418,342,35,2,0,13,6.5
2247,Tourist,76,678,602,92,8,1,395,49.375
2248,Tourist,76,466,390,75,5,1,127,25.4
2249,Tourist,77,520,443,36,5,1,72,14.4
2250,Tourist,77,450,373,70,6,1,200,33.333333333333336
2251,Tourist,77,617,540,113,9,1,319,35.44444444444444
2252,Tourist,77,522,445,87,7,0,353,50.42857142857143
2253,Tourist,77,536,459,56,6,1,77,12.833333333333334
2254,Tourist,77,425,348,55,3,1,65,21.666666666666668
2255,Tourist,77,456,379,61,7,1,114,16.285714285714285
2256,Tourist,77,454,377,90,7,1,219,31.285714285714285
2257,Tourist,77,616,539,95,4,1,96,24.0
2258,Tourist,77,553,476,115,6,1,150,25.0
2259,Tourist,77,515,438,57,4,0,10,2.5
2260,Tourist,77,478,401,84,8,1,226,28.25
2261,Tourist,77,570,493,105,4,1,187,46.75
2262,Tourist,77,603,526,68,4,2,35,8.75
2263,Tourist,77,640,563,61,4,1,121,30.25
2264,Tourist,77,671,594,120,8,1,364,45.5
2265,Tourist,77,605,528,40,7,2,105,15.0
2266,Tourist,77,579,502,66,8,1,147,18.375
2267,Tourist,77,406,329,102,8,1,193,24.125
2268,Tourist,77,416,339,41,1,0,4,4.0
2269,Tourist,77,499,422,95,5,0,235,47.0
2270,Tourist,77,597,520,79,8,1,373,46.625
2271,Tourist,77,572,495,101,3,1,124,41.333333333333336
2272,Tourist,77,661,584,86,11,1,376,34.18181818181818
2273,Tourist,77,489,412,116,7,1,190,27.142857142857142
2274,Tourist,77,387,310,64,6,1,149,24.833333333333332
2275,Tourist,77,539,462,79,8,1,276,34.5
2276,Tourist,77,633,556,71,6,1,288,48.0
2277,Tourist,77,619,542,40,3,1,21,7.0
2278,Tourist,77,558,481,37,4,1,39,9.75
2279,Tourist,77,453,376,60,5,1,88,17.6
2280,Tourist,77,677,600,38,5,2,57,11.4
2281,Tourist,77,417,340,32,2,1,13,6.5
2282,Tourist,77,609,532,96,9,2,254,28.22222222222222
2283,Tourist,77,425,348,37,6,1,42,7.0
2284,Tourist,77,661,584,104,9,1,427,47.44444444444444
2285,Tourist,77,492,415,31,3,0,53,17.666666666666668
2286,Tourist,77,609,532,119,8,2,299,37.375
2287,Tourist,77,502,425,64,3,1,86,28.666666666666668
2288,Tourist,77,671,594,52,2,1,73,36.5
2289,Tourist,77,590,513,112,5,1,286,57.2
2290,Tourist,77,544,467,120,4,2,84,21.0
2291,Tourist,77,622,545,91,4,1,178,44.5
2292,Tourist,77,501,424,77,5,0,262,52.4
2293,Tourist,77,482,405,30,5,2,32,6.4
2294,Tourist,78,647,569,35,6,1,131,21.833333333333332
2295,Tourist,78,657,579,86,6,1,135,22.5
2296,Tourist,78,425,347,35,6,1,37,6.166666666666667
2297,Tourist,78,461,383,33,5,1,54,10.8
2298,Tourist,78,655,577,118,8,0,350,43.75
2299,Tourist,78,430,352,79,4,1,83,20.75
2300,Tourist,78,645,567,45,3,1,80,26.666666666666668
2301,Tourist,78,625,547,33,3,1,50,16.666666666666668
2302,Tourist,78,459,381,97,5,1,205,41.0
2303,Tourist,78,552,474,101,6,1,335,55.833333333333336
2304,Tourist,78,605,527,89,8,2,281,35.125
2305,Tourist,78,667,589,46,4,1,80,20.0
2306,Tourist,78,541,463,94,6,1,114,19.0
2307,Tourist,78,618,540,69,5,1,117,23.4
2308,Tourist,78,485,407,69,3,1,133,44.333333333333336
2309,Tourist,78,590,512,120,6,1,125,20.833333333333332
2310,Tourist,78,535,457,57,8,2,147,18.375
2311,Tourist,78,662,584,89,4,0,245,61.25
2312,Tourist,78,560,482,69,6,1,193,32.166666666666664
2313,Tourist,78,450,372,70,4,1,116,29.0
2314,Tourist,78,538,460,45,5,1,81,16.2
2315,Tourist,78,471,393,61,2,1,46,23.0
2316,Tourist,78,515,437,86,5,0,287,57.4
2317,Tourist,78,487,409,103,4,1,53,13.25
2318,Tourist,78,612,534,102,6,1,300,50.0
2319,Tourist,78,615,537,31,5,1,85,17.0
2320,Tourist,78,607,529,92,9,1,345,38.333333333333336
2321,Tourist,78,520,442,51,4,1,81,20.25
2322,Tourist,78,391,313,55,4,1,70,17.5
2323,Tourist,78,548,470,80,3,0,151,50.333333333333336
2324,Tourist,78,663,585,45,7,2,101,14.428571428571429
2325,Tourist,78,498,420,99,8,0,268,33.5
2326,Tourist,78,416,338,87,5,1,176,35.2
2327,Tourist,78,583,505,82,4,0,303,75.75
2328,Tourist,78,659,581,97,5,1,214,42.8
2329,Tourist,78,497,419,91,6,1,151,25.166666666666668
2330,Tourist,78,562,484,106,5,1,169,33.8
2331,Tourist,78,472,394,107,7,1,191,27.285714285714285
2332,Tourist,78,406,328,85,6,1,139,23.166666666666668
2333,Tourist,78,491,413,100,7,1,233,33.285714285714285
2334,Tourist,78,408,330,66,3,0,113,37.666666666666664
2335,Tourist,79,445,366,73,5,1,141,28.2
2336,Tourist,79,505,426,105,9,1,218,24.22222222222222
2337,Tourist,79,508,429,57,4,1,93,23.25
2338,Tourist,79,490,411,69,4,1,76,19.0
2339,Tourist,79,744,665,69,8,1,364,45.5
2340,Tourist,79,675,596,69,9,1,344,38.22222222222222
2341,Tourist,79,520,441,119,7,1,324,46.285714285714285
2342,Tourist,79,609,530,66,8,2,118,14.75
2343,Tourist,79,554,475,64,5,1,131,26.2
2344,Tourist,79,444,365,43,4,1,55,13.75
2345,Tourist,79,645,566,67,8,2,268,33.5
2346,Tourist,79,510,431,103,6,1,123,20.5
2347,Tourist,79,491,412,51,4,1,122,30.5
2348,Tourist,79,654,575,99,9,1,385,42.77777777777778
2349,Tourist,79,458,379,53,3,1,79,26.333333333333332
2350,Tourist,79,511,432,95,2,1,4,2.0
2351,Tourist,79,545,466,109,6,1,140,23.333333333333332
2352,Tourist,79,679,600,112,4,1,198,49.5
2353,Tourist,79,632,553,83,4,1,89,22.25
2354,Tourist,79,584,505,110,3,1,20,6.666666666666667
2355,Tourist,79,545,466,74,3,2,96,32.0
2356,Tourist,79,535,456,68,5,1,189,37.8
2357,Tourist,79,430,351,50,6,1,140,23.333333333333332
2358,Tourist,79,627,548,116,5,1,221,44.2
2359,Tourist,79,574,495,63,5,1,90,18.0
2360,Tourist,79,437,358,47,5,1,112,22.4
2361,Tourist,79,407,328,36,3,1,44,14.666666666666666
2362,Tourist,79,511,432,97,3,1,118,39.333333333333336
2363,Tourist,79,557,478,70,5,1,220,44.0
2364,Tourist,79,420,341,58,3,1,30,10.0
2365,Tourist,79,657,578,30,3,1,44,14.666666666666666
2366,Tourist,79,549,470,96,6,1,362,60.333333333333336
2367,Tourist,79,492,413,84,8,1,217,27.125
2368,Tourist,79,529,450,47,4,1,40,10.0
2369,Tourist,79,411,332,120,4,1,121,30.25
2370,Tourist,79,498,419,98,9,1,336,37.333333333333336
2371,Tourist,79,643,564,79,9,1,410,45.55555555555556
2372,Tourist,79,446,367,57,3,1,54,18.0
2373,Tourist,79,513,434,68,5,1,161,32.2
2374,Tourist,79,386,307,45,5,1,110,22.0
2375,Tourist,79,584,505,41,4,1,39,9.75
2376,Tourist,79,547,468,48,4,0,119,29.75
2377,Tourist,79,564,485,47,6,1,120,20.0
2378,Tourist,79,458,379,40,7,1,105,15.0
2379,Tourist,79,672,593,89,6,1,227,37.833333333333336
2380,Tourist,79,424,345,117,5,1,146,29.2
2381,Tourist,80,513,433,44,6,1,78,13.0
2382,Tourist,80,506,426,84,3,1,102,34.0
2383,Tourist,80,644,564,77,6,1,177,29.5
2384,Tourist,80,575,495,80,10,1,344,34.4
2385,Tourist,80,501,421,118,7,1,273,39.0
2386,Tourist,80,527,447,55,4,1,59,14.75
2387,Tourist,80,699,619,81,6,1,274,45.666666666666664
2388,Tourist,80,627,547,81,6,1,212,35.333333333333336
2389,Tourist,80,597,517,108,7,2,146,20.857142857142858
2390,Tourist,80,564,484,104,7,1,283,40.42857142857143
2391,Tourist,80,497,417,92,5,1,130,26.0
2392,Tourist,80,601,521,115,5,1,287,57.4
2393,Tourist,80,512,432,73,4,0,247,61.75
2394,Tourist,80,388,308,69,7,1,143,20.428571428571427
2395,Tourist,80,500,420,78,6,0,303,50.5
2396,Tourist,80,561,481,32,7,2,61,8.714285714285714
2397,Tourist,80,494,414,83,2,0,139,69.5
2398,Tourist,80,674,594,36,6,2,69,11.5
2399,Tourist,80,478,398,116,7,2,158,22.571428571428573
2400,Tourist,80,669,589,61,7,0,297,42.42857142857143
2401,Tourist,80,552,472,86,6,1,167,27.833333333333332
2402,Tourist,80,620,540,88,8,1,337,42.125
2403,Tourist,80,583,503,117,7,1,213,30.428571428571427
2404,Tourist,80,532,452,45,7,1,164,23.428571428571427
2405,Tourist,80,579,499,40,5,1,70,14.0
2406,Tourist,80,624,544,98,8,0,394,49.25
2407,Tourist,80,451,371,118,6,1,227,37.833333333333336
2408,Tourist,80,504,424,31,2,1,33,16.5
2409,Tourist,80,498,418,38,5,1,96,19.2
2410,Tourist,80,609,529,98,7,1,241,34.42857142857143
2411,Tourist,80,499,419,41,4,0,95,23.75
2412,Tourist,80,646,566,98,5,1,301,60.2
2413,Tourist,80,587,507,30,2,1,19,9.5
2414,Tourist,81,619,538,69,6,1,149,24.833333333333332
2415,Tourist,81,649,568,81,7,1,244,34.857142857142854
2416,Tourist,81,482,401,48,2,0,43,21.5
2417,Tourist,81,673,592,120,8,1,355,44.375
2418,Tourist,81,468,387,99,5,1,182,36.4
2419,Tourist,81,510,429,117,5,1,228,45.6
2420,Tourist,81,668,587,34,1,1,0,0.0
2421,Tourist,81,458,377,117,9,1,223,24.77777777777778
2422,Tourist,81,510,429,57,6,1,156,26.0
2423,Tourist,81,716,635,104,4,1,133,33.25
2424,Tourist,81,561,480,79,7,1,330,47.142857142857146
2425,Tourist,81,551,470,91,6,0,267,44.5
2426,Tourist,81,613,532,81,4,1,123,30.75
2427,Tourist,81,550,469,39,3,1,33,11.0
2428,Tourist,81,660,579,116,10,1,400,40.0
2429,Tourist,81,478,397,85,6,0,254,42.333333333333336
2430,Tourist,81,590,509,35,6,1,100,16.666666666666668
2431,Tourist,81,639,558,83,9,0,450,50.0
2432,Tourist,81,573,492,64,6,1,178,29.666666666666668
2433,Tourist,81,609,528,31,4,1,76,19.0
2434,Tourist,81,465,384,109,6,1,186,31.0
2435,Tourist,81,448,367,104,5,0,212,42.4
2436,Tourist,81,425,344,92,5,1,197,39.4
2437,Tourist,81,523,442,37,5,0,98,19.6
2438,Tourist,81,595,514,69,7,1,186,26.571428571428573
2439,Tourist,81,533,452,86,4,1,37,9.25
2440,Tourist,81,541,460,49,3,1,75,25.0
2441,Tourist,81,586,505,98,7,1,285,40.714285714285715
2442,Tourist,81,506,425,89,6,1,223,37.166666666666664
2443,Tourist,81,586,505,70,4,1,212,53.0
2444,Tourist,81,552,471,78,2,1,92,46.0
2445,Tourist,81,653,572,106,6,1,198,33.0
2446,Tourist,81,700,619,110,7,1,214,30.571428571428573
2447,Tourist,81,408,327,51,3,0,93,31.0
2448,Tourist,81,543,462,87,5,1,162,32.4
2449,Tourist,81,640,559,90,9,2,315,35.0
2450,Tourist,81,549,468,58,6,1,132,22.0
2451,Tourist,81,472,391,50,5,1,104,20.8
2452,Tourist,81,553,472,61,4,1,57,14.25
